Year,Month,Statistic Label,Location,UNIT,VALUE
2015,07,Residential Property Price Index,National Excluding Dublin,Index,101.3
2015,07,Residential Property Price Index,Rest Of Country,Index,99.8
2015,07,Residential Property Price Index,Rest Of Country,Index,98.1
2015,07,Residential Property Price Index,Rest Of Country,Index,101.2
2015,07,Residential Property Price Index,Rest Of Country,Index,100.9
2015,07,Residential Property Price Index,Rest Of Country,Index,102.1
2015,07,Residential Property Price Index,Rest Of Country,Index,101.0
2015,07,Residential Property Price Index,Rest Of Country,Index,100.0
2015,08,Residential Property Price Index,National,Index,101.8
2015,08,Residential Property Price Index,Dublin,Index,101.0
2015,08,Residential Property Price Index,Dublin,Index,99.7
2015,08,Residential Property Price Index,Rest Of Country,Index,99.9
2015,08,Residential Property Price Index,Rest Of Country,Index,100.7
2015,08,Residential Property Price Index,Dublin,Index,99.5
2015,08,Residential Property Price Index,National Excluding Dublin,Index,102.6
2015,08,Residential Property Price Index,Rest Of Country,Index,103.0
2015,08,Residential Property Price Index,Rest Of Country,Index,102.0
2015,08,Residential Property Price Index,Rest Of Country,Index,101.6
2015,08,Residential Property Price Index,Rest Of Country,Index,101.7
2015,08,Residential Property Price Index,Rest Of Country,Index,102.5
2015,08,Residential Property Price Index,Rest Of Country,Index,101.2
2015,09,Residential Property Price Index,National,Index,102.2
2015,09,Residential Property Price Index,Dublin,Index,100.9
2015,09,Residential Property Price Index,Dublin,Index,99.3
2015,09,Residential Property Price Index,Rest Of Country,Index,100.3
2015,09,Residential Property Price Index,Rest Of Country,Index,101.0
2015,09,Residential Property Price Index,Dublin,Index,99.5
2015,09,Residential Property Price Index,National Excluding Dublin,Index,103.3
2015,09,Residential Property Price Index,Rest Of Country,Index,104.5
2015,09,Residential Property Price Index,Rest Of Country,Index,104.3
2015,09,Residential Property Price Index,Rest Of Country,Index,101.3
2015,09,Residential Property Price Index,Rest Of Country,Index,102.5
2015,09,Residential Property Price Index,Rest Of Country,Index,103.4
2015,09,Residential Property Price Index,Rest Of Country,Index,103.6
2015,09,Residential Property Price Index,Rest Of Country,Index,102.8
2015,10,Residential Property Price Index,National,Index,103.2
2015,10,Residential Property Price Index,Dublin,Index,101.9
2015,10,Residential Property Price Index,Dublin,Index,100.5
2015,10,Residential Property Price Index,Rest Of Country,Index,100.4
2015,10,Residential Property Price Index,Rest Of Country,Index,102.3
2015,10,Residential Property Price Index,Dublin,Index,98.7
2015,10,Residential Property Price Index,National Excluding Dublin,Index,104.5
2015,10,Residential Property Price Index,Rest Of Country,Index,105.2
2015,10,Residential Property Price Index,Rest Of Country,Index,106.2
2015,10,Residential Property Price Index,Rest Of Country,Index,103.0
2015,10,Residential Property Price Index,Rest Of Country,Index,103.8
2015,10,Residential Property Price Index,Rest Of Country,Index,102.9
2015,10,Residential Property Price Index,Rest Of Country,Index,104.4
2015,10,Residential Property Price Index,Rest Of Country,Index,104.7
2015,11,Residential Property Price Index,National,Index,103.3
2015,11,Residential Property Price Index,Dublin,Index,102.3
2015,11,Residential Property Price Index,Dublin,Index,101.3
2015,11,Residential Property Price Index,Rest Of Country,Index,102.0
2015,11,Residential Property Price Index,Rest Of Country,Index,102.1
2015,11,Residential Property Price Index,Dublin,Index,97.3
2015,11,Residential Property Price Index,National Excluding Dublin,Index,104.3
2015,11,Residential Property Price Index,Rest Of Country,Index,105.1
2015,11,Residential Property Price Index,Rest Of Country,Index,106.3
2015,11,Residential Property Price Index,Rest Of Country,Index,104.3
2015,11,Residential Property Price Index,Rest Of Country,Index,103.8
2015,11,Residential Property Price Index,Rest Of Country,Index,103.6
2015,11,Residential Property Price Index,Rest Of Country,Index,104.2
2015,11,Residential Property Price Index,Rest Of Country,Index,105.6
2015,12,Residential Property Price Index,National,Index,103.3
2015,12,Residential Property Price Index,Dublin,Index,101.9
2015,12,Residential Property Price Index,Dublin,Index,101.1
2015,12,Residential Property Price Index,Rest Of Country,Index,102.4
2015,12,Residential Property Price Index,Rest Of Country,Index,101.7
2015,12,Residential Property Price Index,Dublin,Index,97.5
2015,12,Residential Property Price Index,National Excluding Dublin,Index,104.5
2015,12,Residential Property Price Index,Rest Of Country,Index,106.2
2015,12,Residential Property Price Index,Rest Of Country,Index,108.9
2015,12,Residential Property Price Index,Rest Of Country,Index,104.8
2015,12,Residential Property Price Index,Rest Of Country,Index,103.9
2015,12,Residential Property Price Index,Rest Of Country,Index,104.5
2015,12,Residential Property Price Index,Rest Of Country,Index,105.6
2016,01,Residential Property Price Index,National,Index,104.1
2016,01,Residential Property Price Index,Dublin,Index,103.3
2016,01,Residential Property Price Index,Dublin,Index,101.3
2016,01,Residential Property Price Index,Rest Of Country,Index,103.8
2016,01,Residential Property Price Index,Rest Of Country,Index,103.3
2016,01,Residential Property Price Index,Dublin,Index,99.0
2016,01,Residential Property Price Index,National Excluding Dublin,Index,104.9
2016,01,Residential Property Price Index,Rest Of Country,Index,108.2
2016,01,Residential Property Price Index,Rest Of Country,Index,110.5
2016,01,Residential Property Price Index,Rest Of Country,Index,104.7
2016,01,Residential Property Price Index,Rest Of Country,Index,102.9
2016,01,Residential Property Price Index,Rest Of Country,Index,104.8
2016,01,Residential Property Price Index,Rest Of Country,Index,108.0
2016,02,Residential Property Price Index,National,Index,103.4
2016,02,Residential Property Price Index,Dublin,Index,102.4
2016,02,Residential Property Price Index,Dublin,Index,100.8
2016,02,Residential Property Price Index,Rest Of Country,Index,103.3
2016,02,Residential Property Price Index,Dublin,Index,98.9
2016,02,Residential Property Price Index,National Excluding Dublin,Index,104.4
2016,02,Residential Property Price Index,Rest Of Country,Index,105.2
2016,02,Residential Property Price Index,Rest Of Country,Index,109.5
2016,02,Residential Property Price Index,Rest Of Country,Index,106.2
2016,02,Residential Property Price Index,Rest Of Country,Index,103.1
2016,02,Residential Property Price Index,Rest Of Country,Index,105.0
2016,02,Residential Property Price Index,Rest Of Country,Index,105.1
2016,02,Residential Property Price Index,Rest Of Country,Index,107.0
2016,03,Residential Property Price Index,National,Index,103.6
2016,03,Residential Property Price Index,Dublin,Index,102.7
2016,03,Residential Property Price Index,Dublin,Index,100.6
2016,03,Residential Property Price Index,Rest Of Country,Index,103.8
2016,03,Residential Property Price Index,Dublin,Index,98.8
2016,03,Residential Property Price Index,National Excluding Dublin,Index,104.6
2016,03,Residential Property Price Index,Rest Of Country,Index,105.5
2016,03,Residential Property Price Index,Rest Of Country,Index,110.0
2016,03,Residential Property Price Index,Rest Of Country,Index,104.5
2016,03,Residential Property Price Index,Rest Of Country,Index,103.1
2016,03,Residential Property Price Index,Rest Of Country,Index,105.7
2016,03,Residential Property Price Index,Rest Of Country,Index,107.9
2016,04,Residential Property Price Index,National,Index,104.1
2016,04,Residential Property Price Index,Dublin,Index,102.9
2016,04,Residential Property Price Index,Dublin,Index,101.2
2016,04,Residential Property Price Index,Rest Of Country,Index,104.1
2016,04,Residential Property Price Index,Dublin,Index,99.2
2016,04,Residential Property Price Index,National Excluding Dublin,Index,105.2
2016,04,Residential Property Price Index,Rest Of Country,Index,106.7
2016,04,Residential Property Price Index,Rest Of Country,Index,111.4
2016,04,Residential Property Price Index,Rest Of Country,Index,107.0
2016,04,Residential Property Price Index,Rest Of Country,Index,103.1
2016,04,Residential Property Price Index,Rest Of Country,Index,104.8
2016,04,Residential Property Price Index,Rest Of Country,Index,105.4
2016,04,Residential Property Price Index,Rest Of Country,Index,107.1
2016,05,Residential Property Price Index,National,Index,104.1
2016,05,Residential Property Price Index,Dublin,Index,102.2
2016,05,Residential Property Price Index,Dublin,Index,101.3
2016,05,Residential Property Price Index,Rest Of Country,Index,103.4
2016,05,Residential Property Price Index,Rest Of Country,Index,103.5
2016,05,Residential Property Price Index,Dublin,Index,99.0
2016,05,Residential Property Price Index,Rest Of Country,Index,107.9
2016,05,Residential Property Price Index,Rest Of Country,Index,107.4
2016,05,Residential Property Price Index,Rest Of Country,Index,102.9
2016,05,Residential Property Price Index,Rest Of Country,Index,104.3
2016,05,Residential Property Price Index,Rest Of Country,Index,104.7
2016,05,Residential Property Price Index,Rest Of Country,Index,108.4
2016,06,Residential Property Price Index,National,Index,105.0
2016,06,Residential Property Price Index,Dublin,Index,102.2
2016,06,Residential Property Price Index,Dublin,Index,101.1
2016,06,Residential Property Price Index,Rest Of Country,Index,103.4
2016,06,Residential Property Price Index,Rest Of Country,Index,103.2
2016,06,Residential Property Price Index,Dublin,Index,99.6
2016,06,Residential Property Price Index,National Excluding Dublin,Index,107.6
2016,06,Residential Property Price Index,Rest Of Country,Index,108.6
2016,06,Residential Property Price Index,Rest Of Country,Index,113.2
2016,06,Residential Property Price Index,Rest Of Country,Index,110.2
2016,06,Residential Property Price Index,Rest Of Country,Index,103.5
2016,06,Residential Property Price Index,Rest Of Country,Index,106.6
2016,06,Residential Property Price Index,Rest Of Country,Index,104.7
2016,06,Residential Property Price Index,Rest Of Country,Index,108.9
2016,07,Residential Property Price Index,National,Index,107.7
2016,07,Residential Property Price Index,Dublin,Index,104.0
2016,07,Residential Property Price Index,Dublin,Index,102.5
2016,07,Residential Property Price Index,Rest Of Country,Index,104.5
2016,07,Residential Property Price Index,Rest Of Country,Index,103.1
2016,07,Residential Property Price Index,National Excluding Dublin,Index,111.1
2016,07,Residential Property Price Index,Rest Of Country,Index,108.9
2016,07,Residential Property Price Index,Rest Of Country,Index,115.4
2016,07,Residential Property Price Index,Rest Of Country,Index,112.7
2016,07,Residential Property Price Index,Rest Of Country,Index,105.2
2016,07,Residential Property Price Index,Rest Of Country,Index,109.5
2016,07,Residential Property Price Index,Rest Of Country,Index,107.7
2016,07,Residential Property Price Index,Rest Of Country,Index,111.7
2016,08,Residential Property Price Index,National,Index,109.3
2016,08,Residential Property Price Index,Dublin,Index,105.6
2016,08,Residential Property Price Index,Dublin,Index,104.3
2016,08,Residential Property Price Index,Rest Of Country,Index,106.4
2016,08,Residential Property Price Index,Rest Of Country,Index,102.3
2016,08,Residential Property Price Index,Dublin,Index,101.6
2016,08,Residential Property Price Index,National Excluding Dublin,Index,112.6
2016,08,Residential Property Price Index,Rest Of Country,Index,109.7
2016,08,Residential Property Price Index,Rest Of Country,Index,116.3
2016,08,Residential Property Price Index,Rest Of Country,Index,114.5
2016,08,Residential Property Price Index,Rest Of Country,Index,112.0
2016,08,Residential Property Price Index,Rest Of Country,Index,111.2
2016,08,Residential Property Price Index,Rest Of Country,Index,112.3
2016,09,Residential Property Price Index,National,Index,110.6
2016,09,Residential Property Price Index,Dublin,Index,107.2
2016,09,Residential Property Price Index,Dublin,Index,106.0
2016,09,Residential Property Price Index,Rest Of Country,Index,108.2
2016,09,Residential Property Price Index,Rest Of Country,Index,102.2
2016,09,Residential Property Price Index,Dublin,Index,102.6
2016,09,Residential Property Price Index,National Excluding Dublin,Index,113.8
2016,09,Residential Property Price Index,Rest Of Country,Index,110.7
2016,09,Residential Property Price Index,Rest Of Country,Index,119.1
2016,09,Residential Property Price Index,Rest Of Country,Index,115.3
2016,09,Residential Property Price Index,Rest Of Country,Index,107.7
2016,09,Residential Property Price Index,Rest Of Country,Index,113.0
2016,09,Residential Property Price Index,Rest Of Country,Index,112.8
2016,09,Residential Property Price Index,Rest Of Country,Index,114.2
2016,10,Residential Property Price Index,National,Index,111.2
2016,10,Residential Property Price Index,Dublin,Index,107.4
2016,10,Residential Property Price Index,Dublin,Index,106.6
2016,10,Residential Property Price Index,Rest Of Country,Index,109.3
2016,10,Residential Property Price Index,Rest Of Country,Index,102.3
2016,10,Residential Property Price Index,Dublin,Index,103.0
2016,10,Residential Property Price Index,National Excluding Dublin,Index,114.7
2016,10,Residential Property Price Index,Rest Of Country,Index,111.2
2016,10,Residential Property Price Index,Rest Of Country,Index,121.6
2016,10,Residential Property Price Index,Rest Of Country,Index,116.8
2016,10,Residential Property Price Index,Rest Of Country,Index,109.7
2016,10,Residential Property Price Index,Rest Of Country,Index,112.9
2016,10,Residential Property Price Index,Rest Of Country,Index,115.3
2016,10,Residential Property Price Index,Rest Of Country,Index,114.8
2016,11,Residential Property Price Index,National,Index,112.6
2016,11,Residential Property Price Index,Dublin,Index,108.4
2016,11,Residential Property Price Index,Dublin,Index,107.7
2016,11,Residential Property Price Index,Rest Of Country,Index,110.6
2016,11,Residential Property Price Index,Rest Of Country,Index,102.9
2016,11,Residential Property Price Index,Dublin,Index,104.5
2016,11,Residential Property Price Index,National Excluding Dublin,Index,116.3
2016,11,Residential Property Price Index,Rest Of Country,Index,112.8
2016,11,Residential Property Price Index,Rest Of Country,Index,121.6
2016,11,Residential Property Price Index,Rest Of Country,Index,119.0
2016,11,Residential Property Price Index,Rest Of Country,Index,111.5
2016,11,Residential Property Price Index,Rest Of Country,Index,115.6
2016,11,Residential Property Price Index,Rest Of Country,Index,115.8
2016,11,Residential Property Price Index,Rest Of Country,Index,117.1
2016,12,Residential Property Price Index,National,Index,112.3
2016,12,Residential Property Price Index,Dublin,Index,108.2
2016,12,Residential Property Price Index,Dublin,Index,107.5
2016,12,Residential Property Price Index,Rest Of Country,Index,111.4
2016,12,Residential Property Price Index,Rest Of Country,Index,103.1
2016,12,Residential Property Price Index,Dublin,Index,106.0
2016,12,Residential Property Price Index,National Excluding Dublin,Index,116.0
2016,12,Residential Property Price Index,Rest Of Country,Index,113.2
2016,12,Residential Property Price Index,Rest Of Country,Index,122.2
2016,12,Residential Property Price Index,Rest Of Country,Index,120.1
2016,12,Residential Property Price Index,Rest Of Country,Index,112.5
2016,12,Residential Property Price Index,Rest Of Country,Index,115.1
2016,12,Residential Property Price Index,Rest Of Country,Index,118.1
2016,12,Residential Property Price Index,Rest Of Country,Index,116.8
2017,01,Residential Property Price Index,National,Index,112.9
2017,01,Residential Property Price Index,Dublin,Index,108.7
2017,01,Residential Property Price Index,Dublin,Index,108.5
2017,01,Residential Property Price Index,Rest Of Country,Index,112.2
2017,01,Residential Property Price Index,Rest Of Country,Index,103.1
2017,01,Residential Property Price Index,Dublin,Index,106.8
2017,01,Residential Property Price Index,National Excluding Dublin,Index,116.7
2017,01,Residential Property Price Index,Rest Of Country,Index,121.9
2017,01,Residential Property Price Index,Rest Of Country,Index,113.2
2017,01,Residential Property Price Index,Rest Of Country,Index,115.2
2017,01,Residential Property Price Index,Rest Of Country,Index,120.7
2017,01,Residential Property Price Index,Rest Of Country,Index,117.9
2017,02,Residential Property Price Index,National,Index,113.2
2017,02,Residential Property Price Index,Dublin,Index,109.1
2017,02,Residential Property Price Index,Rest Of Country,Index,112.3
2017,02,Residential Property Price Index,Rest Of Country,Index,104.4
2017,02,Residential Property Price Index,Dublin,Index,107.0
2017,02,Residential Property Price Index,National Excluding Dublin,Index,117.0
2017,02,Residential Property Price Index,Rest Of Country,Index,118.1
2017,02,Residential Property Price Index,Rest Of Country,Index,121.4
2017,02,Residential Property Price Index,Rest Of Country,Index,123.3
2017,02,Residential Property Price Index,Rest Of Country,Index,114.4
2017,02,Residential Property Price Index,Rest Of Country,Index,115.0
2017,02,Residential Property Price Index,Rest Of Country,Index,121.0
2017,02,Residential Property Price Index,Rest Of Country,Index,117.2
2017,03,Residential Property Price Index,National,Index,113.8
2017,03,Residential Property Price Index,Dublin,Index,109.9
2017,03,Residential Property Price Index,Rest Of Country,Index,112.7
2017,03,Residential Property Price Index,Rest Of Country,Index,105.7
2017,03,Residential Property Price Index,Dublin,Index,108.0
2017,03,Residential Property Price Index,National Excluding Dublin,Index,117.1
2017,03,Residential Property Price Index,Rest Of Country,Index,117.4
2017,03,Residential Property Price Index,Rest Of Country,Index,124.6
2017,03,Residential Property Price Index,Rest Of Country,Index,121.8
2017,03,Residential Property Price Index,Rest Of Country,Index,114.8
2017,03,Residential Property Price Index,Rest Of Country,Index,114.2
2017,03,Residential Property Price Index,Rest Of Country,Index,120.7
2017,03,Residential Property Price Index,Rest Of Country,Index,118.9
2017,04,Residential Property Price Index,National,Index,114.2
2017,04,Residential Property Price Index,Dublin,Index,109.3
2017,04,Residential Property Price Index,Dublin,Index,108.9
2017,04,Residential Property Price Index,Rest Of Country,Index,111.8
2017,04,Residential Property Price Index,Rest Of Country,Index,106.4
2017,04,Residential Property Price Index,Dublin,Index,109.6
2017,04,Residential Property Price Index,National Excluding Dublin,Index,118.8
2017,04,Residential Property Price Index,Rest Of Country,Index,117.4
2017,04,Residential Property Price Index,Rest Of Country,Index,126.8
2017,04,Residential Property Price Index,Rest Of Country,Index,123.9
2017,04,Residential Property Price Index,Rest Of Country,Index,116.1
2017,04,Residential Property Price Index,Rest Of Country,Index,114.7
2017,04,Residential Property Price Index,Rest Of Country,Index,120.7
2017,04,Residential Property Price Index,Rest Of Country,Index,120.3
2017,05,Residential Property Price Index,National,Index,115.7
2017,05,Residential Property Price Index,Dublin,Index,111.7
2017,05,Residential Property Price Index,Dublin,Index,110.5
2017,05,Residential Property Price Index,Rest Of Country,Index,113.1
2017,05,Residential Property Price Index,Rest Of Country,Index,108.5
2017,05,Residential Property Price Index,Dublin,Index,110.4
2017,05,Residential Property Price Index,National Excluding Dublin,Index,119.3
2017,05,Residential Property Price Index,Rest Of Country,Index,119.2
2017,05,Residential Property Price Index,Rest Of Country,Index,125.4
2017,05,Residential Property Price Index,Rest Of Country,Index,123.9
2017,05,Residential Property Price Index,Rest Of Country,Index,115.6
2017,05,Residential Property Price Index,Rest Of Country,Index,115.5
2017,05,Residential Property Price Index,Rest Of Country,Index,121.6
2017,05,Residential Property Price Index,Rest Of Country,Index,122.0
2017,06,Residential Property Price Index,National,Index,117.4
2017,06,Residential Property Price Index,Dublin,Index,113.8
2017,06,Residential Property Price Index,Dublin,Index,113.1
2017,06,Residential Property Price Index,Rest Of Country,Index,113.8
2017,06,Residential Property Price Index,Rest Of Country,Index,109.3
2017,06,Residential Property Price Index,Dublin,Index,111.8
2017,06,Residential Property Price Index,National Excluding Dublin,Index,120.6
2017,06,Residential Property Price Index,Rest Of Country,Index,119.0
2017,06,Residential Property Price Index,Rest Of Country,Index,128.5
2017,06,Residential Property Price Index,Rest Of Country,Index,125.8
2017,06,Residential Property Price Index,Rest Of Country,Index,116.5
2017,06,Residential Property Price Index,Rest Of Country,Index,122.5
2017,07,Residential Property Price Index,National,Index,120.3
2017,07,Residential Property Price Index,Dublin,Index,116.3
2017,07,Residential Property Price Index,Dublin,Index,115.6
2017,07,Residential Property Price Index,Rest Of Country,Index,115.2
2017,07,Residential Property Price Index,Rest Of Country,Index,111.0
2017,07,Residential Property Price Index,Dublin,Index,113.4
2017,07,Residential Property Price Index,National Excluding Dublin,Index,123.9
2017,07,Residential Property Price Index,Rest Of Country,Index,119.5
2017,07,Residential Property Price Index,Rest Of Country,Index,131.2
2017,07,Residential Property Price Index,Rest Of Country,Index,129.7
2017,07,Residential Property Price Index,Rest Of Country,Index,117.8
2017,07,Residential Property Price Index,Rest Of Country,Index,119.2
2017,07,Residential Property Price Index,Rest Of Country,Index,122.3
2017,07,Residential Property Price Index,Rest Of Country,Index,126.0
2017,08,Residential Property Price Index,National,Index,121.9
2017,08,Residential Property Price Index,Dublin,Index,117.8
2017,08,Residential Property Price Index,Dublin,Index,117.5
2017,08,Residential Property Price Index,Rest Of Country,Index,116.6
2017,08,Residential Property Price Index,Rest Of Country,Index,112.3
2017,08,Residential Property Price Index,Dublin,Index,115.0
2017,08,Residential Property Price Index,National Excluding Dublin,Index,125.6
2017,08,Residential Property Price Index,Rest Of Country,Index,121.5
2017,08,Residential Property Price Index,Rest Of Country,Index,132.8
2017,08,Residential Property Price Index,Rest Of Country,Index,132.0
2017,08,Residential Property Price Index,Rest Of Country,Index,118.9
2017,08,Residential Property Price Index,Rest Of Country,Index,121.9
2017,08,Residential Property Price Index,Rest Of Country,Index,123.5
2017,08,Residential Property Price Index,Rest Of Country,Index,127.3
2017,09,Residential Property Price Index,National,Index,123.6
2017,09,Residential Property Price Index,Dublin,Index,119.0
2017,09,Residential Property Price Index,Dublin,Index,119.3
2017,09,Residential Property Price Index,Rest Of Country,Index,118.1
2017,09,Residential Property Price Index,Rest Of Country,Index,113.1
2017,09,Residential Property Price Index,Dublin,Index,116.6
2017,09,Residential Property Price Index,National Excluding Dublin,Index,127.9
2017,09,Residential Property Price Index,Rest Of Country,Index,123.4
2017,09,Residential Property Price Index,Rest Of Country,Index,134.2
2017,09,Residential Property Price Index,Rest Of Country,Index,134.1
2017,09,Residential Property Price Index,Rest Of Country,Index,121.4
2017,09,Residential Property Price Index,Rest Of Country,Index,123.8
2017,09,Residential Property Price Index,Rest Of Country,Index,125.4
2017,09,Residential Property Price Index,Rest Of Country,Index,128.9
2017,10,Residential Property Price Index,National,Index,124.0
2017,10,Residential Property Price Index,Dublin,Index,119.6
2017,10,Residential Property Price Index,Dublin,Index,120.6
2017,10,Residential Property Price Index,Rest Of Country,Index,119.9
2017,10,Residential Property Price Index,Rest Of Country,Index,113.8
2017,10,Residential Property Price Index,Dublin,Index,117.0
2017,10,Residential Property Price Index,National Excluding Dublin,Index,128.0
2017,10,Residential Property Price Index,Rest Of Country,Index,123.1
2017,10,Residential Property Price Index,Rest Of Country,Index,132.8
2017,10,Residential Property Price Index,Rest Of Country,Index,135.8
2017,10,Residential Property Price Index,Rest Of Country,Index,123.2
2017,10,Residential Property Price Index,Rest Of Country,Index,123.8
2017,10,Residential Property Price Index,Rest Of Country,Index,127.8
2017,10,Residential Property Price Index,Rest Of Country,Index,129.1
2017,11,Residential Property Price Index,National,Index,125.0
2017,11,Residential Property Price Index,Dublin,Index,119.9
2017,11,Residential Property Price Index,Dublin,Index,121.5
2017,11,Residential Property Price Index,Rest Of Country,Index,120.6
2017,11,Residential Property Price Index,Rest Of Country,Index,115.5
2017,11,Residential Property Price Index,Dublin,Index,117.3
2017,11,Residential Property Price Index,National Excluding Dublin,Index,129.8
2017,11,Residential Property Price Index,Rest Of Country,Index,134.4
2017,11,Residential Property Price Index,Rest Of Country,Index,137.9
2017,11,Residential Property Price Index,Rest Of Country,Index,124.1
2017,11,Residential Property Price Index,Rest Of Country,Index,125.7
2017,11,Residential Property Price Index,Rest Of Country,Index,129.1
2017,11,Residential Property Price Index,Rest Of Country,Index,131.4
2017,12,Residential Property Price Index,National,Index,125.4
2017,12,Residential Property Price Index,Dublin,Index,119.9
2017,12,Residential Property Price Index,Dublin,Index,121.4
2017,12,Residential Property Price Index,Rest Of Country,Index,121.5
2017,12,Residential Property Price Index,Rest Of Country,Index,116.5
2017,12,Residential Property Price Index,Dublin,Index,118.0
2017,12,Residential Property Price Index,National Excluding Dublin,Index,130.6
2017,12,Residential Property Price Index,Rest Of Country,Index,129.8
2017,12,Residential Property Price Index,Rest Of Country,Index,135.6
2017,12,Residential Property Price Index,Rest Of Country,Index,140.4
2017,12,Residential Property Price Index,Rest Of Country,Index,125.6
2017,12,Residential Property Price Index,Rest Of Country,Index,127.2
2017,12,Residential Property Price Index,Rest Of Country,Index,130.5
2017,12,Residential Property Price Index,Rest Of Country,Index,131.3
2018,01,Residential Property Price Index,National,Index,126.3
2018,01,Residential Property Price Index,Dublin,Index,120.8
2018,01,Residential Property Price Index,Dublin,Index,122.6
2018,01,Residential Property Price Index,Rest Of Country,Index,122.1
2018,01,Residential Property Price Index,Rest Of Country,Index,117.4
2018,01,Residential Property Price Index,Dublin,Index,119.0
2018,01,Residential Property Price Index,National Excluding Dublin,Index,131.3
2018,01,Residential Property Price Index,Rest Of Country,Index,130.1
2018,01,Residential Property Price Index,Rest Of Country,Index,136.8
2018,01,Residential Property Price Index,Rest Of Country,Index,141.5
2018,01,Residential Property Price Index,Rest Of Country,Index,126.1
2018,01,Residential Property Price Index,Rest Of Country,Index,129.7
2018,01,Residential Property Price Index,Rest Of Country,Index,131.3
2018,01,Residential Property Price Index,Rest Of Country,Index,133.0
2018,02,Residential Property Price Index,National,Index,127.2
2018,02,Residential Property Price Index,Dublin,Index,124.5
2018,02,Residential Property Price Index,Rest Of Country,Index,123.1
2018,02,Residential Property Price Index,Rest Of Country,Index,119.3
2018,02,Residential Property Price Index,Dublin,Index,118.7
2018,02,Residential Property Price Index,National Excluding Dublin,Index,131.5
2018,02,Residential Property Price Index,Rest Of Country,Index,129.3
2018,02,Residential Property Price Index,Rest Of Country,Index,138.9
2018,02,Residential Property Price Index,Rest Of Country,Index,141.7
2018,02,Residential Property Price Index,Rest Of Country,Index,127.6
2018,02,Residential Property Price Index,Rest Of Country,Index,131.1
2018,02,Residential Property Price Index,Rest Of Country,Index,131.3
2018,02,Residential Property Price Index,Rest Of Country,Index,132.7
2018,03,Residential Property Price Index,National,Index,127.9
2018,03,Residential Property Price Index,Dublin,Index,122.5
2018,03,Residential Property Price Index,Dublin,Index,125.4
2018,03,Residential Property Price Index,Rest Of Country,Index,123.0
2018,03,Residential Property Price Index,Rest Of Country,Index,119.8
2018,03,Residential Property Price Index,Dublin,Index,118.3
2018,03,Residential Property Price Index,National Excluding Dublin,Index,132.9
2018,03,Residential Property Price Index,Rest Of Country,Index,128.2
2018,03,Residential Property Price Index,Rest Of Country,Index,141.5
2018,03,Residential Property Price Index,Rest Of Country,Index,143.3
2018,03,Residential Property Price Index,Rest Of Country,Index,129.1
2018,03,Residential Property Price Index,Rest Of Country,Index,133.4
2018,03,Residential Property Price Index,Rest Of Country,Index,133.6
2018,03,Residential Property Price Index,Rest Of Country,Index,132.8
2018,04,Residential Property Price Index,National,Index,128.9
2018,04,Residential Property Price Index,Dublin,Index,122.7
2018,04,Residential Property Price Index,Dublin,Index,125.6
2018,04,Residential Property Price Index,Rest Of Country,Index,123.8
2018,04,Residential Property Price Index,Rest Of Country,Index,120.3
2018,04,Residential Property Price Index,Dublin,Index,117.6
2018,04,Residential Property Price Index,National Excluding Dublin,Index,134.6
2018,04,Residential Property Price Index,Rest Of Country,Index,126.8
2018,04,Residential Property Price Index,Rest Of Country,Index,143.5
2018,04,Residential Property Price Index,Rest Of Country,Index,144.6
2018,04,Residential Property Price Index,Rest Of Country,Index,130.0
2018,04,Residential Property Price Index,Rest Of Country,Index,136.3
2018,04,Residential Property Price Index,Rest Of Country,Index,136.0
2018,04,Residential Property Price Index,Rest Of Country,Index,134.2
2018,05,Residential Property Price Index,National,Index,129.6
2018,05,Residential Property Price Index,Dublin,Index,123.3
2018,05,Residential Property Price Index,Dublin,Index,126.3
2018,05,Residential Property Price Index,Rest Of Country,Index,124.9
2018,05,Residential Property Price Index,Rest Of Country,Index,120.0
2018,05,Residential Property Price Index,Dublin,Index,118.0
2018,05,Residential Property Price Index,National Excluding Dublin,Index,135.4
2018,05,Residential Property Price Index,Rest Of Country,Index,123.3
2018,05,Residential Property Price Index,Rest Of Country,Index,143.3
2018,05,Residential Property Price Index,Rest Of Country,Index,145.6
2018,05,Residential Property Price Index,Rest Of Country,Index,130.9
2018,05,Residential Property Price Index,Rest Of Country,Index,139.5
2018,05,Residential Property Price Index,Rest Of Country,Index,134.1
2018,05,Residential Property Price Index,Rest Of Country,Index,136.7
2018,06,Residential Property Price Index,National,Index,130.9
2018,06,Residential Property Price Index,Dublin,Index,125.9
2018,06,Residential Property Price Index,Rest Of Country,Index,125.0
2018,06,Residential Property Price Index,Rest Of Country,Index,120.0
2018,06,Residential Property Price Index,Dublin,Index,118.4
2018,06,Residential Property Price Index,National Excluding Dublin,Index,138.3
2018,06,Residential Property Price Index,Rest Of Country,Index,124.5
2018,06,Residential Property Price Index,Rest Of Country,Index,144.6
2018,06,Residential Property Price Index,Rest Of Country,Index,147.6
2018,06,Residential Property Price Index,Rest Of Country,Index,132.4
2018,06,Residential Property Price Index,Rest Of Country,Index,143.8
2018,06,Residential Property Price Index,Rest Of Country,Index,134.6
2018,06,Residential Property Price Index,Rest Of Country,Index,139.9
2018,07,Residential Property Price Index,National,Index,131.8
2018,07,Residential Property Price Index,Dublin,Index,124.2
