Year,Month,Statistic Label,Location,UNIT,VALUE
2007,08,Residential Property Price Index,National,Index,159.0
2007,08,Residential Property Price Index,Dublin,Index,152.3
2007,08,Residential Property Price Index,National Excluding Dublin,Index,180.2
2007,09,Residential Property Price Index,National,Index,159.2
2007,09,Residential Property Price Index,Dublin,Index,153.3
2007,09,Residential Property Price Index,National Excluding Dublin,Index,180.0
2007,10,Residential Property Price Index,National,Index,158.7
2007,10,Residential Property Price Index,Dublin,Index,153.7
2007,10,Residential Property Price Index,National Excluding Dublin,Index,179.0
2007,11,Residential Property Price Index,National,Index,158.8
2007,11,Residential Property Price Index,Dublin,Index,152.4
2007,11,Residential Property Price Index,National Excluding Dublin,Index,179.7
2007,12,Residential Property Price Index,National,Index,157.6
2007,12,Residential Property Price Index,Dublin,Index,149.0
2007,12,Residential Property Price Index,National Excluding Dublin,Index,179.5
2008,01,Residential Property Price Index,National,Index,156.3
2008,01,Residential Property Price Index,Dublin,Index,144.5
2008,01,Residential Property Price Index,National Excluding Dublin,Index,179.6
2008,02,Residential Property Price Index,National,Index,154.8
2008,02,Residential Property Price Index,Dublin,Index,143.1
2008,02,Residential Property Price Index,National Excluding Dublin,Index,178.0
2008,03,Residential Property Price Index,National,Index,153.2
2008,03,Residential Property Price Index,Dublin,Index,142.4
2008,03,Residential Property Price Index,National Excluding Dublin,Index,175.8
2008,04,Residential Property Price Index,National,Index,152.1
2008,04,Residential Property Price Index,Dublin,Index,143.6
2008,04,Residential Property Price Index,National Excluding Dublin,Index,173.7
2008,05,Residential Property Price Index,National,Index,151.0
2008,05,Residential Property Price Index,Dublin,Index,145.9
2008,05,Residential Property Price Index,National Excluding Dublin,Index,171.0
2008,06,Residential Property Price Index,National,Index,149.7
2008,06,Residential Property Price Index,Dublin,Index,145.6
2008,06,Residential Property Price Index,National Excluding Dublin,Index,169.1
2008,07,Residential Property Price Index,National,Index,148.9
2008,07,Residential Property Price Index,Dublin,Index,144.0
2008,07,Residential Property Price Index,National Excluding Dublin,Index,168.5
2008,08,Residential Property Price Index,National,Index,147.5
2008,08,Residential Property Price Index,Dublin,Index,142.1
2008,08,Residential Property Price Index,National Excluding Dublin,Index,167.2
2008,09,Residential Property Price Index,National,Index,145.7
2008,09,Residential Property Price Index,Dublin,Index,137.1
2008,09,Residential Property Price Index,National Excluding Dublin,Index,166.4
2008,10,Residential Property Price Index,National,Index,143.3
2008,10,Residential Property Price Index,Dublin,Index,133.9
2008,10,Residential Property Price Index,National Excluding Dublin,Index,164.1
2008,11,Residential Property Price Index,National,Index,141.1
2008,11,Residential Property Price Index,Dublin,Index,130.5
2008,11,Residential Property Price Index,National Excluding Dublin,Index,162.1
2008,12,Residential Property Price Index,National,Index,138.3
2008,12,Residential Property Price Index,Dublin,Index,127.6
2008,12,Residential Property Price Index,National Excluding Dublin,Index,159.0
2009,01,Residential Property Price Index,National,Index,134.9
2009,01,Residential Property Price Index,Dublin,Index,123.3
2009,01,Residential Property Price Index,National Excluding Dublin,Index,155.7
2009,02,Residential Property Price Index,National,Index,131.2
2009,02,Residential Property Price Index,Dublin,Index,117.7
2009,02,Residential Property Price Index,National Excluding Dublin,Index,152.4
2009,03,Residential Property Price Index,National,Index,127.7
2009,03,Residential Property Price Index,Dublin,Index,113.0
2009,03,Residential Property Price Index,National Excluding Dublin,Index,149.0
2009,04,Residential Property Price Index,National,Index,125.1
2009,04,Residential Property Price Index,Dublin,Index,108.2
2009,04,Residential Property Price Index,National Excluding Dublin,Index,147.0
2009,05,Residential Property Price Index,National,Index,122.1
2009,05,Residential Property Price Index,Dublin,Index,105.0
2009,05,Residential Property Price Index,National Excluding Dublin,Index,143.8
2009,06,Residential Property Price Index,National,Index,120.1
2009,06,Residential Property Price Index,Dublin,Index,103.8
2009,06,Residential Property Price Index,National Excluding Dublin,Index,141.3
2009,07,Residential Property Price Index,National,Index,118.4
2009,07,Residential Property Price Index,Dublin,Index,103.3
2009,07,Residential Property Price Index,National Excluding Dublin,Index,138.8
2009,08,Residential Property Price Index,National,Index,117.2
2009,08,Residential Property Price Index,Dublin,Index,104.7
2009,08,Residential Property Price Index,National Excluding Dublin,Index,136.3
2009,09,Residential Property Price Index,National,Index,117.8
2009,09,Residential Property Price Index,Dublin,Index,105.7
2009,09,Residential Property Price Index,National Excluding Dublin,Index,136.8
2009,10,Residential Property Price Index,National,Index,116.5
2009,10,Residential Property Price Index,Dublin,Index,103.2
2009,10,Residential Property Price Index,National Excluding Dublin,Index,135.9
2009,11,Residential Property Price Index,National,Index,116.0
2009,11,Residential Property Price Index,Dublin,Index,100.3
2009,11,Residential Property Price Index,National Excluding Dublin,Index,136.3
2009,12,Residential Property Price Index,National,Index,114.4
2009,12,Residential Property Price Index,Dublin,Index,98.0
2009,12,Residential Property Price Index,National Excluding Dublin,Index,135.0
2010,01,Residential Property Price Index,National,Index,113.3
2010,01,Residential Property Price Index,Dublin,Index,95.2
2010,01,Residential Property Price Index,Dublin,Index,94.4
2010,01,Residential Property Price Index,Rest Of Country,Index,95.4
2010,01,Residential Property Price Index,Rest Of Country,Index,98.9
2010,01,Residential Property Price Index,Dublin,Index,93.7
2010,01,Residential Property Price Index,National Excluding Dublin,Index,134.5
2010,01,Residential Property Price Index,Rest Of Country,Index,172.3
2010,01,Residential Property Price Index,Rest Of Country,Index,159.3
2010,01,Residential Property Price Index,Rest Of Country,Index,153.8
2010,01,Residential Property Price Index,Rest Of Country,Index,114.4
2010,01,Residential Property Price Index,Rest Of Country,Index,152.6
2010,01,Residential Property Price Index,Rest Of Country,Index,139.8
2010,01,Residential Property Price Index,Rest Of Country,Index,125.6
2010,02,Residential Property Price Index,National,Index,111.5
2010,02,Residential Property Price Index,Dublin,Index,92.7
2010,02,Residential Property Price Index,Dublin,Index,91.0
2010,02,Residential Property Price Index,Rest Of Country,Index,93.2
2010,02,Residential Property Price Index,Rest Of Country,Index,96.7
2010,02,Residential Property Price Index,Dublin,Index,92.5
2010,02,Residential Property Price Index,National Excluding Dublin,Index,133.0
2010,02,Residential Property Price Index,Rest Of Country,Index,170.0
2010,02,Residential Property Price Index,Rest Of Country,Index,157.3
2010,02,Residential Property Price Index,Rest Of Country,Index,151.5
2010,02,Residential Property Price Index,Rest Of Country,Index,112.7
2010,02,Residential Property Price Index,Rest Of Country,Index,154.2
2010,02,Residential Property Price Index,Rest Of Country,Index,139.5
2010,02,Residential Property Price Index,Rest Of Country,Index,124.5
2010,03,Residential Property Price Index,National,Index,110.2
2010,03,Residential Property Price Index,Dublin,Index,90.6
2010,03,Residential Property Price Index,Dublin,Index,88.4
2010,03,Residential Property Price Index,Rest Of Country,Index,90.6
2010,03,Residential Property Price Index,Rest Of Country,Index,94.7
2010,03,Residential Property Price Index,Dublin,Index,91.2
2010,03,Residential Property Price Index,National Excluding Dublin,Index,132.5
2010,03,Residential Property Price Index,Rest Of Country,Index,169.1
2010,03,Residential Property Price Index,Rest Of Country,Index,155.5
2010,03,Residential Property Price Index,Rest Of Country,Index,150.3
2010,03,Residential Property Price Index,Rest Of Country,Index,112.0
2010,03,Residential Property Price Index,Rest Of Country,Index,154.4
2010,03,Residential Property Price Index,Rest Of Country,Index,137.5
2010,03,Residential Property Price Index,Rest Of Country,Index,124.7
2010,04,Residential Property Price Index,National,Index,109.3
2010,04,Residential Property Price Index,Dublin,Index,90.1
2010,04,Residential Property Price Index,Dublin,Index,87.3
2010,04,Residential Property Price Index,Rest Of Country,Index,89.2
2010,04,Residential Property Price Index,Rest Of Country,Index,93.2
2010,04,Residential Property Price Index,Dublin,Index,89.9
2010,04,Residential Property Price Index,National Excluding Dublin,Index,131.1
2010,04,Residential Property Price Index,Rest Of Country,Index,164.3
2010,04,Residential Property Price Index,Rest Of Country,Index,153.7
2010,04,Residential Property Price Index,Rest Of Country,Index,151.5
2010,04,Residential Property Price Index,Rest Of Country,Index,111.4
2010,04,Residential Property Price Index,Rest Of Country,Index,152.9
2010,05,Residential Property Price Index,Dublin,Index,89.5
2010,05,Residential Property Price Index,Dublin,Index,85.4
2010,05,Residential Property Price Index,Rest Of Country,Index,88.6
2010,05,Residential Property Price Index,Rest Of Country,Index,92.1
2010,05,Residential Property Price Index,Dublin,Index,89.4
2010,05,Residential Property Price Index,National Excluding Dublin,Index,128.4
2010,05,Residential Property Price Index,Rest Of Country,Index,159.8
2010,05,Residential Property Price Index,Rest Of Country,Index,153.1
2010,05,Residential Property Price Index,Rest Of Country,Index,146.0
2010,05,Residential Property Price Index,Rest Of Country,Index,110.0
2010,05,Residential Property Price Index,Rest Of Country,Index,152.7
2010,05,Residential Property Price Index,Rest Of Country,Index,134.4
2010,05,Residential Property Price Index,Rest Of Country,Index,121.3
2010,06,Residential Property Price Index,National,Index,106.6
2010,06,Residential Property Price Index,Dublin,Index,88.7
2010,06,Residential Property Price Index,Dublin,Index,84.3
2010,06,Residential Property Price Index,Rest Of Country,Index,88.2
2010,06,Residential Property Price Index,Dublin,Index,88.9
2010,06,Residential Property Price Index,National Excluding Dublin,Index,127.3
2010,06,Residential Property Price Index,Rest Of Country,Index,156.5
2010,06,Residential Property Price Index,Rest Of Country,Index,151.7
2010,06,Residential Property Price Index,Rest Of Country,Index,146.7
2010,06,Residential Property Price Index,Rest Of Country,Index,108.3
2010,06,Residential Property Price Index,Rest Of Country,Index,150.1
2010,06,Residential Property Price Index,Rest Of Country,Index,133.5
2010,06,Residential Property Price Index,Rest Of Country,Index,120.9
2010,07,Residential Property Price Index,National,Index,105.7
2010,07,Residential Property Price Index,Dublin,Index,88.4
2010,07,Residential Property Price Index,Dublin,Index,83.5
2010,07,Residential Property Price Index,Rest Of Country,Index,88.0
2010,07,Residential Property Price Index,Rest Of Country,Index,89.0
2010,07,Residential Property Price Index,Dublin,Index,88.7
2010,07,Residential Property Price Index,National Excluding Dublin,Index,125.8
2010,07,Residential Property Price Index,Rest Of Country,Index,156.0
2010,07,Residential Property Price Index,Rest Of Country,Index,146.6
2010,07,Residential Property Price Index,Rest Of Country,Index,145.8
2010,07,Residential Property Price Index,Rest Of Country,Index,106.7
2010,07,Residential Property Price Index,Rest Of Country,Index,149.0
2010,07,Residential Property Price Index,Rest Of Country,Index,130.5
2010,08,Residential Property Price Index,National,Index,105.3
2010,08,Residential Property Price Index,Dublin,Index,88.8
2010,08,Residential Property Price Index,Dublin,Index,83.0
2010,08,Residential Property Price Index,Rest Of Country,Index,89.2
2010,08,Residential Property Price Index,Rest Of Country,Index,88.5
2010,08,Residential Property Price Index,National Excluding Dublin,Index,124.5
2010,08,Residential Property Price Index,Rest Of Country,Index,155.7
2010,08,Residential Property Price Index,Rest Of Country,Index,145.5
2010,08,Residential Property Price Index,Rest Of Country,Index,143.6
2010,08,Residential Property Price Index,Rest Of Country,Index,106.3
2010,08,Residential Property Price Index,Rest Of Country,Index,147.4
2010,08,Residential Property Price Index,Rest Of Country,Index,127.6
2010,08,Residential Property Price Index,Rest Of Country,Index,117.7
2010,09,Residential Property Price Index,National,Index,104.1
2010,09,Residential Property Price Index,Dublin,Index,89.2
2010,09,Residential Property Price Index,Dublin,Index,83.6
2010,09,Residential Property Price Index,Rest Of Country,Index,90.3
2010,09,Residential Property Price Index,Rest Of Country,Index,87.7
2010,09,Residential Property Price Index,Dublin,Index,88.2
2010,09,Residential Property Price Index,National Excluding Dublin,Index,121.8
2010,09,Residential Property Price Index,Rest Of Country,Index,142.5
2010,09,Residential Property Price Index,Rest Of Country,Index,142.6
2010,09,Residential Property Price Index,Rest Of Country,Index,104.7
2010,09,Residential Property Price Index,Rest Of Country,Index,145.6
2010,09,Residential Property Price Index,Rest Of Country,Index,124.5
2010,09,Residential Property Price Index,Rest Of Country,Index,114.0
2010,10,Residential Property Price Index,National,Index,102.3
2010,10,Residential Property Price Index,Dublin,Index,87.8
2010,10,Residential Property Price Index,Dublin,Index,82.7
2010,10,Residential Property Price Index,Rest Of Country,Index,89.6
2010,10,Residential Property Price Index,Rest Of Country,Index,88.5
2010,10,Residential Property Price Index,Dublin,Index,87.0
2010,10,Residential Property Price Index,National Excluding Dublin,Index,119.6
2010,10,Residential Property Price Index,Rest Of Country,Index,151.5
2010,10,Residential Property Price Index,Rest Of Country,Index,140.3
2010,10,Residential Property Price Index,Rest Of Country,Index,139.0
2010,10,Residential Property Price Index,Rest Of Country,Index,103.1
2010,10,Residential Property Price Index,Rest Of Country,Index,144.3
2010,10,Residential Property Price Index,Rest Of Country,Index,121.4
2010,10,Residential Property Price Index,Rest Of Country,Index,111.9
2010,11,Residential Property Price Index,National,Index,100.2
2010,11,Residential Property Price Index,Rest Of Country,Index,87.8
2010,11,Residential Property Price Index,Dublin,Index,86.4
2010,11,Residential Property Price Index,National Excluding Dublin,Index,117.2
2010,11,Residential Property Price Index,Rest Of Country,Index,148.7
2010,11,Residential Property Price Index,Rest Of Country,Index,133.4
2010,11,Residential Property Price Index,Rest Of Country,Index,136.3
2010,11,Residential Property Price Index,Rest Of Country,Index,141.4
2010,11,Residential Property Price Index,Rest Of Country,Index,118.1
2010,11,Residential Property Price Index,Rest Of Country,Index,110.0
2010,12,Residential Property Price Index,National,Index,98.6
2010,12,Residential Property Price Index,Dublin,Index,84.2
2010,12,Residential Property Price Index,Dublin,Index,81.6
2010,12,Residential Property Price Index,Rest Of Country,Index,86.2
2010,12,Residential Property Price Index,Rest Of Country,Index,86.7
2010,12,Residential Property Price Index,Dublin,Index,85.5
2010,12,Residential Property Price Index,National Excluding Dublin,Index,115.7
2010,12,Residential Property Price Index,Rest Of Country,Index,131.8
2010,12,Residential Property Price Index,Rest Of Country,Index,133.4
2010,12,Residential Property Price Index,Rest Of Country,Index,142.3
2010,12,Residential Property Price Index,Rest Of Country,Index,116.1
2010,12,Residential Property Price Index,Rest Of Country,Index,107.6
2011,01,Residential Property Price Index,National,Index,97.6
2011,01,Residential Property Price Index,Dublin,Index,82.9
2011,01,Residential Property Price Index,Dublin,Index,81.8
2011,01,Residential Property Price Index,Rest Of Country,Index,82.8
2011,01,Residential Property Price Index,Rest Of Country,Index,87.1
2011,01,Residential Property Price Index,Dublin,Index,84.1
2011,01,Residential Property Price Index,National Excluding Dublin,Index,114.8
2011,01,Residential Property Price Index,Rest Of Country,Index,149.8
2011,01,Residential Property Price Index,Rest Of Country,Index,127.6
2011,01,Residential Property Price Index,Rest Of Country,Index,130.2
2011,01,Residential Property Price Index,Rest Of Country,Index,99.1
2011,01,Residential Property Price Index,Rest Of Country,Index,137.3
2011,01,Residential Property Price Index,Rest Of Country,Index,115.4
2011,01,Residential Property Price Index,Rest Of Country,Index,105.7
2011,02,Residential Property Price Index,Dublin,Index,81.1
2011,02,Residential Property Price Index,Dublin,Index,79.8
2011,02,Residential Property Price Index,Rest Of Country,Index,79.9
2011,02,Residential Property Price Index,Rest Of Country,Index,87.6
2011,02,Residential Property Price Index,Dublin,Index,83.6
2011,02,Residential Property Price Index,National Excluding Dublin,Index,112.9
2011,02,Residential Property Price Index,Rest Of Country,Index,124.1
2011,02,Residential Property Price Index,Rest Of Country,Index,125.8
2011,02,Residential Property Price Index,Rest Of Country,Index,97.8
2011,02,Residential Property Price Index,Rest Of Country,Index,134.7
2011,02,Residential Property Price Index,Rest Of Country,Index,112.8
2011,02,Residential Property Price Index,Rest Of Country,Index,104.1
2011,03,Residential Property Price Index,Dublin,Index,78.8
2011,03,Residential Property Price Index,Dublin,Index,77.9
2011,03,Residential Property Price Index,Rest Of Country,Index,76.9
2011,03,Residential Property Price Index,Rest Of Country,Index,86.2
2011,03,Residential Property Price Index,Dublin,Index,82.9
2011,03,Residential Property Price Index,National Excluding Dublin,Index,110.5
2011,03,Residential Property Price Index,Rest Of Country,Index,147.4
2011,03,Residential Property Price Index,Rest Of Country,Index,119.9
2011,03,Residential Property Price Index,Rest Of Country,Index,121.4
2011,03,Residential Property Price Index,Rest Of Country,Index,95.2
2011,03,Residential Property Price Index,Rest Of Country,Index,133.7
2011,03,Residential Property Price Index,Rest Of Country,Index,112.2
2011,03,Residential Property Price Index,Rest Of Country,Index,102.2
2011,04,Residential Property Price Index,National,Index,92.0
2011,04,Residential Property Price Index,Dublin,Index,76.4
2011,04,Residential Property Price Index,Rest Of Country,Index,75.9
2011,04,Residential Property Price Index,Dublin,Index,81.9
2011,04,Residential Property Price Index,National Excluding Dublin,Index,108.4
2011,04,Residential Property Price Index,Rest Of Country,Index,147.5
2011,04,Residential Property Price Index,Rest Of Country,Index,115.3
2011,04,Residential Property Price Index,Rest Of Country,Index,123.7
2011,04,Residential Property Price Index,Rest Of Country,Index,130.9
2011,04,Residential Property Price Index,Rest Of Country,Index,106.5
2011,04,Residential Property Price Index,Rest Of Country,Index,100.4
2011,05,Residential Property Price Index,National,Index,90.5
2011,05,Residential Property Price Index,Dublin,Index,76.9
2011,05,Residential Property Price Index,Dublin,Index,74.8
2011,05,Residential Property Price Index,Rest Of Country,Index,75.0
2011,05,Residential Property Price Index,Rest Of Country,Index,83.4
2011,05,Residential Property Price Index,Dublin,Index,80.1
2011,05,Residential Property Price Index,National Excluding Dublin,Index,106.5
2011,05,Residential Property Price Index,Rest Of Country,Index,144.4
2011,05,Residential Property Price Index,Rest Of Country,Index,122.6
2011,05,Residential Property Price Index,Rest Of Country,Index,91.7
2011,05,Residential Property Price Index,Rest Of Country,Index,126.6
2011,05,Residential Property Price Index,Rest Of Country,Index,103.6
2011,05,Residential Property Price Index,Rest Of Country,Index,99.7
2011,06,Residential Property Price Index,National,Index,89.3
2011,06,Residential Property Price Index,Dublin,Index,76.0
2011,06,Residential Property Price Index,Dublin,Index,73.7
2011,06,Residential Property Price Index,Rest Of Country,Index,73.8
2011,06,Residential Property Price Index,Rest Of Country,Index,81.9
2011,06,Residential Property Price Index,Dublin,Index,78.6
2011,06,Residential Property Price Index,National Excluding Dublin,Index,105.1
2011,06,Residential Property Price Index,Rest Of Country,Index,136.5
2011,06,Residential Property Price Index,Rest Of Country,Index,111.3
2011,06,Residential Property Price Index,Rest Of Country,Index,90.8
2011,06,Residential Property Price Index,Rest Of Country,Index,124.6
2011,06,Residential Property Price Index,Rest Of Country,Index,103.6
2011,06,Residential Property Price Index,Rest Of Country,Index,97.5
2011,07,Residential Property Price Index,National,Index,87.5
2011,07,Residential Property Price Index,Dublin,Index,74.8
2011,07,Residential Property Price Index,Dublin,Index,71.9
2011,07,Residential Property Price Index,Rest Of Country,Index,72.5
2011,07,Residential Property Price Index,Rest Of Country,Index,80.4
2011,07,Residential Property Price Index,Dublin,Index,78.3
2011,07,Residential Property Price Index,National Excluding Dublin,Index,102.5
2011,07,Residential Property Price Index,Rest Of Country,Index,108.7
2011,07,Residential Property Price Index,Rest Of Country,Index,120.1
2011,07,Residential Property Price Index,Rest Of Country,Index,88.2
2011,07,Residential Property Price Index,Rest Of Country,Index,120.3
2011,07,Residential Property Price Index,Rest Of Country,Index,101.0
2011,07,Residential Property Price Index,Rest Of Country,Index,96.1
2011,08,Residential Property Price Index,National,Index,85.4
2011,08,Residential Property Price Index,Rest Of Country,Index,78.3
2011,08,Residential Property Price Index,Dublin,Index,76.8
2011,08,Residential Property Price Index,National Excluding Dublin,Index,99.9
2011,08,Residential Property Price Index,Rest Of Country,Index,125.8
2011,08,Residential Property Price Index,Rest Of Country,Index,106.7
2011,08,Residential Property Price Index,Rest Of Country,Index,117.9
2011,08,Residential Property Price Index,Rest Of Country,Index,86.0
2011,08,Residential Property Price Index,Rest Of Country,Index,116.3
2011,08,Residential Property Price Index,Rest Of Country,Index,98.5
2011,08,Residential Property Price Index,Rest Of Country,Index,95.8
2011,09,Residential Property Price Index,National,Index,83.8
2011,09,Residential Property Price Index,Dublin,Index,71.2
2011,09,Residential Property Price Index,Dublin,Index,68.9
2011,09,Residential Property Price Index,Rest Of Country,Index,68.9
2011,09,Residential Property Price Index,Rest Of Country,Index,75.9
2011,09,Residential Property Price Index,Dublin,Index,75.2
2011,09,Residential Property Price Index,National Excluding Dublin,Index,98.5
2011,09,Residential Property Price Index,Rest Of Country,Index,120.2
2011,09,Residential Property Price Index,Rest Of Country,Index,105.0
2011,09,Residential Property Price Index,Rest Of Country,Index,119.3
2011,09,Residential Property Price Index,Rest Of Country,Index,84.0
2011,09,Residential Property Price Index,Rest Of Country,Index,114.8
2011,09,Residential Property Price Index,Rest Of Country,Index,96.1
2011,09,Residential Property Price Index,Rest Of Country,Index,94.6
2011,10,Residential Property Price Index,National,Index,82.3
2011,10,Residential Property Price Index,Dublin,Index,69.7
2011,10,Residential Property Price Index,Dublin,Index,67.2
2011,10,Residential Property Price Index,Rest Of Country,Index,67.0
2011,10,Residential Property Price Index,Rest Of Country,Index,75.3
2011,10,Residential Property Price Index,Dublin,Index,73.5
2011,10,Residential Property Price Index,National Excluding Dublin,Index,97.0
2011,10,Residential Property Price Index,Rest Of Country,Index,114.4
2011,10,Residential Property Price Index,Rest Of Country,Index,103.2
2011,10,Residential Property Price Index,Rest Of Country,Index,116.8
2011,10,Residential Property Price Index,Rest Of Country,Index,81.2
2011,10,Residential Property Price Index,Rest Of Country,Index,114.2
2011,10,Residential Property Price Index,Rest Of Country,Index,95.2
2011,10,Residential Property Price Index,Rest Of Country,Index,94.9
2011,11,Residential Property Price Index,Dublin,Index,65.5
2011,11,Residential Property Price Index,Rest Of Country,Index,65.7
2011,11,Residential Property Price Index,Rest Of Country,Index,73.2
2011,11,Residential Property Price Index,Dublin,Index,72.1
2011,11,Residential Property Price Index,National Excluding Dublin,Index,95.7
2011,11,Residential Property Price Index,Rest Of Country,Index,113.4
2011,11,Residential Property Price Index,Rest Of Country,Index,100.8
2011,11,Residential Property Price Index,Rest Of Country,Index,116.3
2011,11,Residential Property Price Index,Rest Of Country,Index,79.9
2011,11,Residential Property Price Index,Rest Of Country,Index,110.3
2011,11,Residential Property Price Index,Rest Of Country,Index,93.7
2011,11,Residential Property Price Index,Rest Of Country,Index,93.5
2011,12,Residential Property Price Index,National,Index,79.4
2011,12,Residential Property Price Index,Dublin,Index,66.8
2011,12,Residential Property Price Index,Dublin,Index,64.6
2011,12,Residential Property Price Index,Rest Of Country,Index,71.0
2011,12,Residential Property Price Index,Dublin,Index,70.6
2011,12,Residential Property Price Index,National Excluding Dublin,Index,94.2
2011,12,Residential Property Price Index,Rest Of Country,Index,113.9
2011,12,Residential Property Price Index,Rest Of Country,Index,96.7
2011,12,Residential Property Price Index,Rest Of Country,Index,114.5
2011,12,Residential Property Price Index,Rest Of Country,Index,78.2
2011,12,Residential Property Price Index,Rest Of Country,Index,110.5
2011,12,Residential Property Price Index,Rest Of Country,Index,92.0
2011,12,Residential Property Price Index,Rest Of Country,Index,91.6
2012,01,Residential Property Price Index,National,Index,78.1
2012,01,Residential Property Price Index,Dublin,Index,65.7
2012,01,Residential Property Price Index,Dublin,Index,62.6
2012,01,Residential Property Price Index,Rest Of Country,Index,64.0
2012,01,Residential Property Price Index,Rest Of Country,Index,69.9
2012,01,Residential Property Price Index,Dublin,Index,68.5
2012,01,Residential Property Price Index,National Excluding Dublin,Index,92.5
2012,01,Residential Property Price Index,Rest Of Country,Index,111.9
2012,01,Residential Property Price Index,Rest Of Country,Index,96.2
2012,01,Residential Property Price Index,Rest Of Country,Index,109.2
2012,01,Residential Property Price Index,Rest Of Country,Index,76.1
2012,01,Residential Property Price Index,Rest Of Country,Index,110.3
2012,01,Residential Property Price Index,Rest Of Country,Index,91.0
2012,01,Residential Property Price Index,Rest Of Country,Index,91.1
2012,02,Residential Property Price Index,National,Index,76.3
2012,02,Residential Property Price Index,Dublin,Index,64.0
2012,02,Residential Property Price Index,Dublin,Index,60.6
2012,02,Residential Property Price Index,Rest Of Country,Index,63.2
2012,02,Residential Property Price Index,Rest Of Country,Index,68.2
2012,02,Residential Property Price Index,Dublin,Index,66.8
2012,02,Residential Property Price Index,National Excluding Dublin,Index,90.6
2012,02,Residential Property Price Index,Rest Of Country,Index,107.8
2012,02,Residential Property Price Index,Rest Of Country,Index,94.6
2012,02,Residential Property Price Index,Rest Of Country,Index,107.7
2012,02,Residential Property Price Index,Rest Of Country,Index,74.4
2012,02,Residential Property Price Index,Rest Of Country,Index,108.3
2012,02,Residential Property Price Index,Rest Of Country,Index,88.3
2012,02,Residential Property Price Index,Rest Of Country,Index,90.2
2012,03,Residential Property Price Index,National,Index,77.0
2012,03,Residential Property Price Index,Dublin,Index,64.9
2012,03,Residential Property Price Index,Dublin,Index,59.8
2012,03,Residential Property Price Index,Rest Of Country,Index,63.9
2012,03,Residential Property Price Index,Rest Of Country,Index,69.2
2012,03,Residential Property Price Index,Dublin,Index,66.1
2012,03,Residential Property Price Index,National Excluding Dublin,Index,91.1
2012,03,Residential Property Price Index,Rest Of Country,Index,73.8
2012,03,Residential Property Price Index,Rest Of Country,Index,107.3
2012,03,Residential Property Price Index,Rest Of Country,Index,88.4
2012,03,Residential Property Price Index,Rest Of Country,Index,88.7
2012,04,Residential Property Price Index,National,Index,75.7
2012,04,Residential Property Price Index,Dublin,Index,64.6
2012,04,Residential Property Price Index,Dublin,Index,59.6
2012,04,Residential Property Price Index,Rest Of Country,Index,62.9
2012,04,Residential Property Price Index,Rest Of Country,Index,68.8
2012,04,Residential Property Price Index,Dublin,Index,65.6
2012,04,Residential Property Price Index,National Excluding Dublin,Index,88.8
2012,04,Residential Property Price Index,Rest Of Country,Index,111.3
2012,04,Residential Property Price Index,Rest Of Country,Index,96.3
2012,04,Residential Property Price Index,Rest Of Country,Index,104.4
2012,04,Residential Property Price Index,Rest Of Country,Index,72.0
2012,04,Residential Property Price Index,Rest Of Country,Index,104.6
2012,04,Residential Property Price Index,Rest Of Country,Index,87.9
2012,04,Residential Property Price Index,Rest Of Country,Index,86.6
2012,05,Residential Property Price Index,National,Index,75.5
2012,05,Residential Property Price Index,Dublin,Index,64.7
2012,05,Residential Property Price Index,Dublin,Index,59.9
2012,05,Residential Property Price Index,Rest Of Country,Index,62.8
2012,05,Residential Property Price Index,Rest Of Country,Index,67.8
2012,05,Residential Property Price Index,Dublin,Index,65.3
2012,05,Residential Property Price Index,National Excluding Dublin,Index,88.2
2012,05,Residential Property Price Index,Rest Of Country,Index,111.5
2012,05,Residential Property Price Index,Rest Of Country,Index,96.6
2012,05,Residential Property Price Index,Rest Of Country,Index,100.9
2012,05,Residential Property Price Index,Rest Of Country,Index,71.8
2012,05,Residential Property Price Index,Rest Of Country,Index,104.9
2012,05,Residential Property Price Index,Rest Of Country,Index,87.5
2012,05,Residential Property Price Index,Rest Of Country,Index,85.3
2012,06,Residential Property Price Index,National,Index,75.5
2012,06,Residential Property Price Index,Dublin,Index,65.1
2012,06,Residential Property Price Index,Dublin,Index,60.0
2012,06,Residential Property Price Index,Rest Of Country,Index,63.2
2012,06,Residential Property Price Index,Rest Of Country,Index,68.2
2012,06,Residential Property Price Index,Dublin,Index,66.0
2012,06,Residential Property Price Index,National Excluding Dublin,Index,87.5
2012,06,Residential Property Price Index,Rest Of Country,Index,107.8
2012,06,Residential Property Price Index,Rest Of Country,Index,92.9
2012,06,Residential Property Price Index,Rest Of Country,Index,101.6
2012,06,Residential Property Price Index,Rest Of Country,Index,71.8
2012,06,Residential Property Price Index,Rest Of Country,Index,103.2
2012,06,Residential Property Price Index,Rest Of Country,Index,86.9
2012,07,Residential Property Price Index,National,Index,76.2
2012,07,Residential Property Price Index,Dublin,Index,66.6
2012,07,Residential Property Price Index,Dublin,Index,60.8
2012,07,Residential Property Price Index,Rest Of Country,Index,64.7
2012,07,Residential Property Price Index,Rest Of Country,Index,69.0
2012,07,Residential Property Price Index,Dublin,Index,66.8
2012,07,Residential Property Price Index,National Excluding Dublin,Index,87.5
2012,07,Residential Property Price Index,Rest Of Country,Index,106.7
2012,07,Residential Property Price Index,Rest Of Country,Index,90.5
